pseudo_user_id,question_id,response_time_ms,is_correct
pseudo_u9,q5770,23199.0,0
pseudo_u9,q4775,39896.0,1
pseudo_u9,q5095,37470.0,0
pseudo_u9,q5401,32658.0,0
pseudo_u9,q3669,26582.0,0
pseudo_u10,q4135,78905.0,0
pseudo_u10,q5328,25464.0,0
pseudo_u10,q5221,25125.0,0
pseudo_u10,q4025,33310.0,1
pseudo_u10,q3633,11324.0,0
pseudo_u10,q6453,20343.0,1
pseudo_u10,q5948,27488.0,1
pseudo_u10,q6731,30415.0,0
pseudo_u10,q5421,13158.0,1
pseudo_u10,q4199,21463.0,1
pseudo_u10,q3698,3081.0,0
pseudo_u10,q5737,15230.0,0
pseudo_u10,q6497,30610.0,1
pseudo_u10,q5267,25779.0,0
pseudo_u10,q5057,7752.0,1
pseudo_u10,q5770,15000.0,0
pseudo_u10,q4775,24443.0,0
pseudo_u10,q5095,50678.0,1
pseudo_u10,q5401,54663.0,0
pseudo_u10,q3669,37463.0,0
pseudo_u11,q4135,8933.0,1
pseudo_u11,q5328,23327.0,1
pseudo_u11,q5221,50208.0,0
pseudo_u11,q4025,45773.0,0
pseudo_u11,q3633,80876.0,1
pseudo_u11,q6453,27004.0,1
pseudo_u11,q5948,23814.0,1
pseudo_u11,q6731,42357.0,0
pseudo_u11,q5421,29170.0,0
pseudo_u11,q4199,60052.0,1
pseudo_u11,q3698,27738.0,1
pseudo_u11,q5737,41727.0,0
pseudo_u11,q6497,105252.0,1
pseudo_u11,q5267,27588.0,1
pseudo_u11,q5057,22989.0,1
pseudo_u11,q5770,12003.0,0
pseudo_u11,q4775,40926.0,1
pseudo_u11,q5095,36757.0,0
pseudo_u11,q5401,44062.0,1
pseudo_u11,q3669,60294.0,0
pseudo_u12,q4135,42046.0,0
pseudo_u12,q5328,25187.0,1
pseudo_u12,q5221,9881.0,1
pseudo_u12,q4025,24187.0,0
pseudo_u12,q3633,14531.0,0
pseudo_u12,q6453,76633.0,1
pseudo_u12,q5948,23483.0,0
pseudo_u12,q6731,37792.0,0
pseudo_u12,q5421,30036.0,0
pseudo_u12,q4199,26085.0,0
pseudo_u12,q3698,27759.0,0
pseudo_u12,q5737,33480.0,0
pseudo_u12,q6497,21218.0,1
pseudo_u12,q5267,35385.0,1
pseudo_u12,q5057,43157.0,1
pseudo_u12,q5770,18210.0,1
pseudo_u12,q4775,63537.0,1
pseudo_u12,q5095,11099.0,1
pseudo_u12,q5401,15086.0,1
pseudo_u12,q3669,37684.0,0
pseudo_u13,q4135,20503.0,1
pseudo_u13,q5328,23871.0,1
pseudo_u13,q5221,47871.0,0
pseudo_u13,q4025,26177.0,1
pseudo_u13,q3633,33840.0,1
pseudo_u13,q6453,40004.0,1
pseudo_u13,q5948,35689.0,0
pseudo_u13,q6731,19490.0,1
pseudo_u13,q5421,29523.0,0
pseudo_u13,q4199,14295.0,1
pseudo_u13,q3698,28716.0,0
pseudo_u13,q5737,23467.0,0
pseudo_u13,q6497,62143.0,1
pseudo_u13,q5267,31666.0,1
pseudo_u13,q5057,25918.0,0
pseudo_u13,q5770,33894.0,1
pseudo_u13,q4775,30495.0,0
pseudo_u13,q5095,48800.0,1
pseudo_u13,q5401,18214.0,0
pseudo_u13,q3669,11299.0,1
pseudo_u14,q4135,62726.0,0
pseudo_u14,q5328,8337.0,1
pseudo_u14,q5221,13266.0,1
pseudo_u14,q4025,26232.0,0
pseudo_u14,q3633,76508.0,0
pseudo_u14,q6453,9871.0,1
pseudo_u14,q5948,24388.0,0
pseudo_u14,q6731,21702.0,0
pseudo_u14,q5421,35092.0,0
pseudo_u14,q4199,56121.0,0
pseudo_u14,q3698,58247.0,0
pseudo_u14,q5737,47556.0,0
pseudo_u14,q6497,63531.0,0
pseudo_u14,q5267,2552.0,1
pseudo_u14,q5057,37175.0,0
pseudo_u14,q5770,37983.0,1
pseudo_u14,q4775,60667.0,1
pseudo_u14,q5095,81694.0,1
pseudo_u14,q5401,22787.0,1
pseudo_u14,q3669,57246.0,0
pseudo_u15,q4135,21702.0,1
pseudo_u15,q5328,56848.0,1
pseudo_u15,q5221,36840.0,0
pseudo_u15,q4025,37801.0,0
pseudo_u15,q3633,9342.0,0
pseudo_u15,q6453,35094.0,1
pseudo_u15,q5948,54792.0,0
pseudo_u15,q6731,36888.0,0
pseudo_u15,q5421,29108.0,0
pseudo_u15,q4199,26571.0,0
pseudo_u15,q3698,27625.0,1
pseudo_u15,q5737,7270.0,0
pseudo_u15,q6497,53366.0,0
pseudo_u15,q5267,15108.0,0
pseudo_u15,q5057,50572.0,0
pseudo_u15,q5770,46128.0,0
pseudo_u15,q4775,42306.0,1
pseudo_u15,q5095,31260.0,1
pseudo_u15,q5401,22510.0,1
pseudo_u15,q3669,27550.0,0
pseudo_u16,q4135,61637.0,0
pseudo_u16,q5328,14015.0,1
pseudo_u16,q5221,14337.0,1
pseudo_u16,q4025,15712.0,0
pseudo_u16,q3633,17838.0,1
pseudo_u16,q6453,31812.0,0
pseudo_u16,q5948,4989.0,1
pseudo_u16,q6731,10124.0,1
pseudo_u16,q5421,24797.0,0
pseudo_u16,q4199,11653.0,0
pseudo_u16,q3698,60471.0,0
pseudo_u16,q5737,14419.0,1
pseudo_u16,q6497,17139.0,0
pseudo_u16,q5267,38958.0,1
pseudo_u16,q5057,25192.0,1
pseudo_u16,q5770,39913.0,0
pseudo_u16,q4775,32503.0,1
pseudo_u16,q5095,22604.0,1
pseudo_u16,q5401,7249.0,0
pseudo_u16,q3669,9767.0,0
pseudo_u17,q4135,48386.0,0
pseudo_u17,q5328,31622.0,0
pseudo_u17,q5221,83120.0,1
pseudo_u17,q4025,13391.0,0
pseudo_u17,q3633,28198.0,0
pseudo_u17,q6453,16941.0,1
pseudo_u17,q5948,50218.0,1
pseudo_u17,q6731,18191.0,0
pseudo_u17,q5421,13232.0,0
pseudo_u17,q4199,39764.0,1
pseudo_u17,q3698,23461.0,1
pseudo_u17,q5737,18717.0,1
pseudo_u17,q6497,43452.0,1
pseudo_u17,q5267,9149.0,1
pseudo_u17,q5057,40037.0,1
pseudo_u17,q5770,32744.0,0
pseudo_u17,q4775,28428.0,1
pseudo_u17,q5095,24136.0,1
pseudo_u17,q5401,65381.0,0
pseudo_u17,q3669,37567.0,0
pseudo_u18,q4135,48367.0,0
pseudo_u18,q5328,25677.0,1
pseudo_u18,q5221,142377.0,0
pseudo_u18,q4025,36974.0,1
pseudo_u18,q3633,46742.0,0
pseudo_u18,q6453,37266.0,1
pseudo_u18,q5948,10169.0,1
pseudo_u18,q6731,23439.0,0
pseudo_u18,q5421,21391.0,0
pseudo_u18,q4199,37916.0,0
pseudo_u18,q3698,16442.0,1
pseudo_u18,q5737,33197.0,1
pseudo_u18,q6497,10494.0,1
pseudo_u18,q5267,25489.0,1
pseudo_u18,q5057,51807.0,0
pseudo_u18,q5770,34491.0,1
pseudo_u18,q4775,12720.0,1
pseudo_u18,q5095,20585.0,1
pseudo_u18,q5401,25243.0,0
pseudo_u18,q3669,13349.0,0
pseudo_u19,q4135,38978.0,0
pseudo_u19,q5328,39346.0,1
pseudo_u19,q5221,54612.0,0
pseudo_u19,q4025,21611.0,0
pseudo_u19,q3633,31652.0,0
pseudo_u19,q6453,30993.0,0
pseudo_u19,q5948,32595.0,0
pseudo_u19,q6731,408401.0,0
pseudo_u19,q5421,27258.0,0
pseudo_u19,q4199,12644.0,1
pseudo_u19,q3698,41332.0,1
pseudo_u19,q5737,10183.0,1
pseudo_u19,q6497,15963.0,1
pseudo_u19,q5267,6586.0,1
pseudo_u19,q5057,42435.0,0
pseudo_u19,q5770,15973.0,1
pseudo_u19,q4775,25666.0,1
pseudo_u19,q5095,12755.0,1
pseudo_u19,q5401,65547.0,1
pseudo_u19,q3669,54599.0,0
pseudo_u20,q4135,25481.0,0
pseudo_u20,q5328,120976.0,0
pseudo_u20,q5221,50940.0,1
pseudo_u20,q4025,9552.0,0
pseudo_u20,q3633,26023.0,0
pseudo_u20,q6453,64714.0,0
pseudo_u20,q5948,13912.0,1
pseudo_u20,q6731,42417.0,0
pseudo_u20,q5421,23281.0,1
pseudo_u20,q4199,36277.0,1
pseudo_u20,q3698,29221.0,1
pseudo_u20,q5737,37939.0,0
pseudo_u20,q6497,51708.0,1
pseudo_u20,q5267,16669.0,0
pseudo_u20,q5057,23160.0,0
pseudo_u20,q5770,21251.0,0
pseudo_u20,q4775,1459.0,0
pseudo_u20,q5095,37825.0,0
pseudo_u20,q5401,12530.0,0
pseudo_u20,q3669,59660.0,0
pseudo_u21,q4135,123375.0,0
pseudo_u21,q5328,20626.0,1
pseudo_u21,q5221,67788.0,1
pseudo_u21,q4025,7443.0,1
pseudo_u21,q3633,41598.0,0
pseudo_u21,q6453,27050.0,0
pseudo_u21,q5948,6963.0,0
pseudo_u21,q6731,48587.0,0
pseudo_u21,q5421,20658.0,1
pseudo_u21,q4199,14001.0,1
pseudo_u21,q3698,26621.0,1
pseudo_u21,q5737,19294.0,0
pseudo_u21,q6497,47737.0,1
pseudo_u21,q5267,42391.0,0
pseudo_u21,q5057,53027.0,0
pseudo_u21,q5770,25508.0,0
pseudo_u21,q4775,4147.0,0
pseudo_u21,q5095,25232.0,1
pseudo_u21,q5401,64885.0,0
pseudo_u21,q3669,21056.0,0
pseudo_u22,q4135,26150.0,0
pseudo_u22,q5328,17419.0,1
pseudo_u22,q5221,20348.0,0
pseudo_u22,q4025,31328.0,0
pseudo_u22,q3633,34562.0,0
pseudo_u22,q6453,36166.0,0
pseudo_u22,q5948,26339.0,1
pseudo_u22,q6731,18172.0,0
pseudo_u22,q5421,38450.0,0
pseudo_u22,q4199,52293.0,1
pseudo_u22,q3698,15715.0,1
pseudo_u22,q5737,8778.0,1
pseudo_u22,q6497,31587.0,0
pseudo_u22,q5267,43497.0,0
pseudo_u22,q5057,35962.0,1
pseudo_u22,q5770,29506.0,0
pseudo_u22,q4775,42155.0,1
pseudo_u22,q5095,23740.0,0
pseudo_u22,q5401,36915.0,1
pseudo_u22,q3669,25109.0,0
pseudo_u23,q4135,37125.0,0
pseudo_u23,q5328,53817.0,0
pseudo_u23,q5221,18312.0,0
pseudo_u23,q4025,25092.0,1
pseudo_u23,q3633,38943.0,0
pseudo_u23,q6453,46795.0,0
pseudo_u23,q5948,38851.0,1
pseudo_u23,q6731,33077.0,0
pseudo_u23,q5421,49406.0,0
pseudo_u23,q4199,40742.0,0
pseudo_u23,q3698,66123.0,1
pseudo_u23,q5737,17139.0,1
pseudo_u23,q6497,23610.0,1
pseudo_u23,q5267,34061.0,0
pseudo_u23,q5057,37187.0,1
pseudo_u23,q5770,22070.0,1
pseudo_u23,q4775,37544.0,1
pseudo_u23,q5095,60848.0,0
pseudo_u23,q5401,24712.0,1
pseudo_u23,q3669,23794.0,0
pseudo_u24,q4135,38883.0,0
pseudo_u24,q5328,34293.0,0
pseudo_u24,q5221,21848.0,0
pseudo_u24,q4025,28785.0,0
pseudo_u24,q3633,30376.0,0
pseudo_u24,q6453,18214.0,1
pseudo_u24,q5948,37823.0,0
pseudo_u24,q6731,26773.0,0
pseudo_u24,q5421,27351.0,1
pseudo_u24,q4199,21643.0,1
pseudo_u24,q3698,88716.0,1
pseudo_u24,q5737,31863.0,1
pseudo_u24,q6497,783102.0,0
pseudo_u24,q5267,10274.0,1
pseudo_u24,q5057,26052.0,1
pseudo_u24,q5770,38515.0,0
pseudo_u24,q4775,44981.0,1
pseudo_u24,q5095,29342.0,0
pseudo_u24,q5401,33454.0,1
pseudo_u24,q3669,40692.0,0
pseudo_u25,q4135,45750.0,1
pseudo_u25,q5328,22142.0,1
pseudo_u25,q5221,16491.0,1
pseudo_u25,q4025,18320.0,1
pseudo_u25,q3633,39325.0,1
pseudo_u25,q6453,51093.0,1
pseudo_u25,q5948,21307.0,0
pseudo_u25,q6731,35624.0,0
pseudo_u25,q5421,19927.0,1
pseudo_u25,q4199,4903.0,1
pseudo_u25,q3698,26097.0,1
pseudo_u25,q5737,35423.0,1
pseudo_u25,q6497,24302.0,1
pseudo_u25,q5267,17906.0,1
pseudo_u25,q5057,55037.0,0
pseudo_u25,q5770,8927.0,1
pseudo_u25,q4775,29017.0,1
pseudo_u25,q5095,23788.0,1
pseudo_u25,q5401,5613.0,1
pseudo_u25,q3669,57090.0,1
pseudo_u26,q4135,22003.0,1
pseudo_u26,q5328,26397.0,0
pseudo_u26,q5221,12189.0,1
pseudo_u26,q4025,34072.0,1
pseudo_u26,q3633,37233.0,0
pseudo_u26,q6453,67996.0,1
pseudo_u26,q5948,18476.0,0
pseudo_u26,q6731,19326.0,0
pseudo_u26,q5421,31145.0,0
pseudo_u26,q4199,34826.0,0
pseudo_u26,q3698,25214.0,1
pseudo_u26,q5737,28002.0,0
pseudo_u26,q6497,49646.0,0
pseudo_u26,q5267,36924.0,0
pseudo_u26,q5057,39107.0,1
pseudo_u26,q5770,52552.0,1
pseudo_u26,q4775,22239.0,1
pseudo_u26,q5095,19031.0,0
pseudo_u26,q5401,38957.0,1
pseudo_u26,q3669,25270.0,0
pseudo_u27,q4135,42429.0,0
pseudo_u27,q5328,22220.0,1
pseudo_u27,q5221,24021.0,0
pseudo_u27,q4025,42209.0,0
pseudo_u27,q3633,28563.0,0
pseudo_u27,q6453,19652.0,0
pseudo_u27,q5948,36924.0,1
pseudo_u27,q6731,16579.0,0
pseudo_u27,q5421,30336.0,0
pseudo_u27,q4199,35522.0,1
pseudo_u27,q3698,18608.0,1
pseudo_u27,q5737,51945.0,1
pseudo_u27,q6497,24284.0,1
pseudo_u27,q5267,51318.0,0
pseudo_u27,q5057,32261.0,1
pseudo_u27,q5770,54061.0,0
pseudo_u27,q4775,24517.0,1
pseudo_u27,q5095,31645.0,0
pseudo_u27,q5401,20500.0,1
pseudo_u27,q3669,15155.0,1
pseudo_u28,q4135,14875.0,1
pseudo_u28,q5328,15428.0,1
pseudo_u28,q5221,37951.0,0
pseudo_u28,q4025,46709.0,0
pseudo_u28,q3633,9405.0,0
pseudo_u28,q6453,21261.0,1
pseudo_u28,q5948,22513.0,1
pseudo_u28,q6731,37297.0,0
pseudo_u28,q5421,12360.0,1
pseudo_u28,q4199,21446.0,1
pseudo_u28,q3698,63362.0,0
pseudo_u28,q5737,40921.0,1
pseudo_u28,q6497,75045.0,0
pseudo_u28,q5267,14287.0,1
pseudo_u28,q5057,75521.0,0
pseudo_u28,q5770,23344.0,0
pseudo_u28,q4775,44707.0,0
pseudo_u28,q5095,52987.0,1
pseudo_u28,q5401,39516.0,1
pseudo_u28,q3669,34256.0,0
pseudo_u29,q4135,15247.0,0
pseudo_u29,q5328,36286.0,1
pseudo_u29,q5221,78169.0,0
pseudo_u29,q4025,30646.0,1
pseudo_u29,q3633,29104.0,0
pseudo_u29,q6453,5561.0,1
pseudo_u29,q5948,23104.0,1
pseudo_u29,q6731,18600.0,0
pseudo_u29,q5421,27281.0,1
pseudo_u29,q4199,41693.0,1
pseudo_u29,q3698,5948.0,1
pseudo_u29,q5737,35579.0,0
pseudo_u29,q6497,34287.0,1
pseudo_u29,q5267,14441.0,0
pseudo_u29,q5057,24626.0,1
pseudo_u29,q5770,29099.0,1
pseudo_u29,q4775,19844.0,1
pseudo_u29,q5095,80538.0,0
pseudo_u29,q5401,9688.0,1
pseudo_u29,q3669,24410.0,0
pseudo_u30,q4135,22914.0,0
pseudo_u30,q5328,43793.0,1
pseudo_u30,q5221,19211.0,0
pseudo_u30,q4025,13360.0,1
pseudo_u30,q3633,22041.0,0
pseudo_u30,q6453,34772.0,0
pseudo_u30,q5948,11649.0,1
pseudo_u30,q6731,26134.0,0
pseudo_u30,q5421,15423.0,0
pseudo_u30,q4199,27689.0,1
pseudo_u30,q3698,85838.0,0
pseudo_u30,q5737,44672.0,1
pseudo_u30,q6497,72041.0,0
pseudo_u30,q5267,16511.0,1
pseudo_u30,q5057,115973.0,1
pseudo_u30,q5770,21723.0,0
pseudo_u30,q4775,74137.0,1
pseudo_u30,q5095,30931.0,0
pseudo_u30,q5401,24900.0,0
pseudo_u30,q3669,30569.0,0
pseudo_u31,q4135,62779.0,0
pseudo_u31,q5328,36185.0,1
pseudo_u31,q5221,21035.0,1
pseudo_u31,q4025,14247.0,1
pseudo_u31,q3633,8925.0,1
pseudo_u31,q6453,60895.0,1
pseudo_u31,q5948,25356.0,1
pseudo_u31,q6731,49505.0,0
pseudo_u31,q5421,15825.0,0
pseudo_u31,q4199,85291.0,0
pseudo_u31,q3698,38395.0,1
pseudo_u31,q5737,41607.0,1
pseudo_u31,q6497,21593.0,1
pseudo_u31,q5267,43299.0,1
pseudo_u31,q5057,84543.0,1
pseudo_u31,q5770,38775.0,0
pseudo_u31,q4775,149082.0,1
pseudo_u31,q5095,38043.0,1
pseudo_u31,q5401,65179.0,1
pseudo_u31,q3669,93564.0,0
pseudo_u32,q4135,46511.0,0
pseudo_u32,q5328,44723.0,0
pseudo_u32,q5221,20440.0,1
pseudo_u32,q4025,15456.0,0
pseudo_u32,q3633,16112.0,0
pseudo_u32,q6453,66996.0,0
pseudo_u32,q5948,28694.0,0
pseudo_u32,q6731,20970.0,0
pseudo_u32,q5421,73127.0,0
pseudo_u32,q4199,19357.0,1
pseudo_u32,q3698,18549.0,0
pseudo_u32,q5737,23524.0,0
pseudo_u32,q6497,54328.0,1
pseudo_u32,q5267,70004.0,1
pseudo_u32,q5057,27333.0,1
pseudo_u32,q5770,42410.0,0
pseudo_u32,q4775,28764.0,1
pseudo_u32,q5095,20623.0,0
pseudo_u32,q5401,71381.0,1
pseudo_u32,q3669,42508.0,0
pseudo_u33,q4135,39102.0,1
pseudo_u33,q5328,44493.0,1
pseudo_u33,q5221,20723.0,0
pseudo_u33,q4025,29604.0,0
pseudo_u33,q3633,48606.0,0
pseudo_u33,q6453,1086.0,0
pseudo_u33,q5948,4951.0,1
pseudo_u33,q6731,20376.0,1
pseudo_u33,q5421,36681.0,0
pseudo_u33,q4199,28672.0,0
pseudo_u33,q3698,54488.0,0
pseudo_u33,q5737,28044.0,0
pseudo_u33,q6497,20524.0,1
pseudo_u33,q5267,6569.0,1
pseudo_u33,q5057,47983.0,0
pseudo_u33,q5770,20804.0,1
pseudo_u33,q4775,29111.0,1
pseudo_u33,q5095,33634.0,1
pseudo_u33,q5401,30834.0,1
pseudo_u33,q3669,33550.0,0
pseudo_u34,q4135,36906.0,0
pseudo_u34,q5328,33759.0,0
pseudo_u34,q5221,27237.0,0
pseudo_u34,q4025,36859.0,0
pseudo_u34,q3633,26033.0,0
pseudo_u34,q6453,7474.0,1
pseudo_u34,q5948,14329.0,1
pseudo_u34,q6731,21254.0,0
pseudo_u34,q5421,47402.0,0
pseudo_u34,q4199,58983.0,0
pseudo_u34,q3698,46760.0,1
pseudo_u34,q5737,6891.0,1
pseudo_u34,q6497,76642.0,0
pseudo_u34,q5267,52661.0,0
pseudo_u34,q5057,100472.0,0
pseudo_u34,q5770,15685.0,0
pseudo_u34,q4775,12481.0,1
pseudo_u34,q5095,34992.0,1
pseudo_u34,q5401,29933.0,0
pseudo_u34,q3669,196834.0,1
pseudo_u35,q4135,26112.0,0
pseudo_u35,q5328,64263.0,0
pseudo_u35,q5221,52068.0,0
pseudo_u35,q4025,16189.0,0
pseudo_u35,q3633,26164.0,0
pseudo_u35,q6453,33799.0,1
pseudo_u35,q5948,15118.0,0
pseudo_u35,q6731,54044.0,0
pseudo_u35,q5421,44744.0,1
pseudo_u35,q4199,26697.0,0
pseudo_u35,q3698,30981.0,1
pseudo_u35,q5737,57304.0,1
pseudo_u35,q6497,36522.0,1
pseudo_u35,q5267,43260.0,0
pseudo_u35,q5057,17776.0,0
pseudo_u35,q5770,58640.0,0
pseudo_u35,q4775,56985.0,1
pseudo_u35,q5095,16975.0,1
pseudo_u35,q5401,91726.0,1
pseudo_u35,q3669,17562.0,0
pseudo_u36,q4135,39308.0,0
pseudo_u36,q5328,20106.0,0
pseudo_u36,q5221,12445.0,1
pseudo_u36,q4025,12838.0,1
pseudo_u36,q3633,9382.0,0
pseudo_u36,q6453,23951.0,0
pseudo_u36,q5948,15003.0,0
pseudo_u36,q6731,73434.0,1
pseudo_u36,q5421,2373.0,0
pseudo_u36,q4199,85040.0,0
pseudo_u36,q3698,55310.0,1
pseudo_u36,q5737,9612.0,1
pseudo_u36,q6497,16094.0,1
pseudo_u36,q5267,28566.0,1
pseudo_u36,q5057,46097.0,1
pseudo_u36,q5770,12339.0,0
pseudo_u36,q4775,26055.0,1
pseudo_u36,q5095,13236.0,1
pseudo_u36,q5401,22711.0,0
pseudo_u36,q3669,10042.0,1
pseudo_u37,q4135,10301.0,1
pseudo_u37,q5328,35077.0,1
pseudo_u37,q5221,23627.0,1
pseudo_u37,q4025,34156.0,0
pseudo_u37,q3633,30407.0,0
pseudo_u37,q6453,54288.0,1
pseudo_u37,q5948,30439.0,1
pseudo_u37,q6731,38101.0,0
pseudo_u37,q5421,31862.0,0
pseudo_u37,q4199,17599.0,0
pseudo_u37,q3698,45984.0,0
pseudo_u37,q5737,44163.0,0
pseudo_u37,q6497,30505.0,0
pseudo_u37,q5267,32770.0,1
